PriceNoTax,YearNum,Month_ID,BrandR1,SeazonClass,ConstrGroup,ExpositionType,CityType,OperatorR1,OperatorR2,BudgetClass,GRP,Latitude,Longitude,Population,Seller_Cat,Dis
37000.0,1,7,1.0,1,4,0,3,0,0,5,14.9141534237612,55.31516999999999,86.086449,556382.0,275,1.0525211814678428
37000.0,1,8,1.0,1,4,0,3,0,0,5,14.9141534237612,55.31516999999999,86.086449,556382.0,275,1.0525211814678428
37000.0,1,9,1.0,2,4,0,3,0,0,5,14.9141534237612,55.31516999999999,86.086449,556382.0,275,1.0525211814678428
37000.0,1,10,1.0,2,4,0,3,0,0,5,14.9141534237612,55.31516999999999,86.086449,556382.0,275,1.0525211814678428
37000.0,1,11,1.0,2,4,0,3,0,0,5,14.9141534237612,55.31516999999999,86.086449,556382.0,275,1.0525211814678428
3980.0,2,1,0.0,0,0,0,3,2,2,4,1.54432725224264,45.05742,38.981173,932629.0,227,0.9162907318741551
3354.57,2,6,0.0,0,0,0,3,2,2,4,1.54432725224264,45.05742,38.981173,932629.0,227,0.9162907318741551
2985.0,2,7,0.0,1,0,0,3,2,2,4,1.54432725224264,45.05742,38.981173,932629.0,227,0.9162907318741551
3752.0,2,10,0.0,2,0,0,3,2,2,4,1.54432725224264,45.05742,38.981173,932629.0,227,0.9162907318741551
2985.0,2,0,0.0,0,0,0,3,2,2,4,1.54432725224264,45.05742,38.981173,932629.0,227,0.9162907318741551
3222.0,3,1,0.0,0,0,0,3,2,2,3,1.54432725224264,45.05742,38.981173,932629.0,227,0.9162907318741551
15600.0,1,3,1.0,1,2,0,4,0,2,3,2.92111111111111,55.249378,61.394897,1196680.0,268,1.1155618469818829
18000.0,2,1,0.0,0,2,0,2,0,1,4,5.39812808957631,61.234776,73.400335,380632.0,90,1.0799201556559572
18000.0,3,3,1.0,1,2,0,2,0,1,4,5.39812808957631,61.234776,73.400335,380632.0,90,1.0116009116784799
18000.0,3,4,1.0,1,2,0,2,0,1,4,5.39812808957631,61.234776,73.400335,380632.0,90,1.0116009116784799
5500.0,1,9,1.0,2,0,0,4,0,1,0,5.21,55.160288,61.40524499999999,1196680.0,267,1.0771719574302403
5500.0,1,10,1.0,2,0,0,4,0,1,0,5.21,55.160288,61.40524499999999,1196680.0,267,1.0771719574302403
5500.0,1,11,1.0,2,0,0,4,0,1,0,5.21,55.160288,61.40524499999999,1196680.0,267,1.0771719574302403
25000.0,1,4,0.0,1,1,1,3,0,1,4,3.00638029321309,53.75072900000001,87.125171,549403.0,121,1.0508216248317612
25000.0,1,5,0.0,0,1,1,3,0,1,4,3.00638029321309,53.75072900000001,87.125171,549403.0,121,1.0508216248317612
25000.0,1,6,0.0,0,1,1,3,0,1,4,3.00638029321309,53.75072900000001,87.125171,549403.0,121,1.0508216248317612
25000.0,1,7,0.0,1,1,1,3,0,1,4,3.00638029321309,53.75072900000001,87.125171,549403.0,121,1.0508216248317612
25000.0,1,8,0.0,1,1,1,3,0,1,4,3.00638029321309,53.75072900000001,87.125171,549403.0,121,1.0508216248317612
25000.0,1,9,0.0,2,1,1,3,0,1,4,3.00638029321309,53.75072900000001,87.125171,549403.0,121,1.0508216248317612
25000.0,1,10,0.0,2,1,1,3,0,1,4,3.00638029321309,53.75072900000001,87.125171,549403.0,121,1.0508216248317612
25000.0,1,11,0.0,2,1,1,3,0,1,4,3.00638029321309,53.75072900000001,87.125171,549403.0,121,1.0508216248317612
25000.0,3,2,0.0,1,1,1,3,0,1,3,3.00638029321309,53.75072900000001,87.125171,549403.0,121,1.0647107369924282
25000.0,3,3,0.0,1,1,1,3,0,1,3,3.00638029321309,53.75072900000001,87.125171,549403.0,121,1.0647107369924282
25000.0,3,4,0.0,1,1,1,3,0,1,3,3.00638029321309,53.75072900000001,87.125171,549403.0,121,1.0647107369924282
8500.0,1,4,0.0,1,0,0,4,0,1,1,0.23,54.74632,55.993349,1128787.0,130,1.0359021603606533
8500.0,1,5,0.0,0,0,0,4,0,1,1,0.23,54.74632,55.993349,1128787.0,130,1.0483504538872215
25200.0,1,4,1.0,1,2,0,4,0,1,2,3.39,54.988572,73.408917,1154507.0,236,1.1576795203550914
11000.0,1,2,0.0,1,0,0,4,0,2,2,0.4,54.696777,56.006472,1128787.0,238,1.0986122886681098
8000.0,3,3,1.0,1,2,0,1,2,2,2,20.3540568020535,59.43755400000001,28.82725,45216.0,227,0.9162907318741551
8000.0,3,4,1.0,1,2,0,1,2,2,2,20.3540568020535,59.43755400000001,28.82725,45216.0,227,0.9162907318741551
30000.0,1,10,3.0,2,2,0,4,0,2,1,2.47,53.202234,50.145041,1156659.0,263,1.076139432816051
14583.33,1,5,2.0,0,2,0,0,2,4,5,34.5201052073732,58.625226,59.849812,19366.0,18,1.0681727499193556
20000.0,1,1,3.0,0,1,1,4,0,2,3,3.62,55.159631,61.369711,1196680.0,268,1.1297879061365594
34400.0,1,1,1.0,0,2,0,3,0,1,5,4.56805923408004,56.106379,47.265424,497618.0,264,1.050984239678855
34400.0,1,2,1.0,1,2,0,3,0,1,5,4.56805923408004,56.106379,47.265424,497618.0,264,1.050984239678855
34400.0,1,3,1.0,1,2,0,3,0,1,5,4.56805923408004,56.106379,47.265424,497618.0,264,1.050984239678855
34400.0,1,4,1.0,1,2,0,3,0,1,5,4.56805923408004,56.106379,47.265424,497618.0,264,1.050984239678855
34400.0,1,5,1.0,0,2,0,3,0,1,5,4.56805923408004,56.106379,47.265424,497618.0,264,1.050984239678855
34400.0,1,7,1.0,1,2,0,3,0,1,5,4.56805923408004,56.106379,47.265424,497618.0,264,1.050984239678855
34400.0,1,8,1.0,1,2,0,3,0,1,5,4.56805923408004,56.106379,47.265424,497618.0,264,1.0948066066254873
34400.0,1,9,1.0,2,2,0,3,0,1,5,4.56805923408004,56.106379,47.265424,497618.0,264,1.050984239678855
8500.0,1,4,0.0,1,0,0,4,0,1,1,3.39833333333333,54.73788199999999,55.981537,1128787.0,130,1.0359021603606533
8500.0,1,5,0.0,0,0,0,4,0,1,1,3.39833333333333,54.73788199999999,55.981537,1128787.0,130,1.0483504538872215
8500.0,1,9,0.0,2,0,0,4,0,1,1,3.39833333333333,54.73788199999999,55.981537,1128787.0,130,1.0483504538872215
13000.0,2,1,0.0,0,0,0,3,0,1,4,2.14741449515221,53.75726700000001,87.153897,549403.0,275,1.0986122886681098
13000.0,2,7,0.0,1,0,0,3,0,1,4,2.14741449515221,53.75726700000001,87.153897,549403.0,275,1.0986122886681098
13000.0,2,10,0.0,2,0,0,3,0,1,4,2.14741449515221,53.75726700000001,87.153897,549403.0,275,1.0986122886681098
13000.0,3,4,0.0,1,0,0,3,0,1,3,2.14741449515221,53.75726700000001,87.153897,549403.0,275,1.0986122886681098
25000.0,1,1,1.0,0,2,0,3,0,1,5,4.37241494081716,55.730633,52.408484,533839.0,212,1.0564004398588003
25000.0,1,2,1.0,1,2,0,3,0,1,5,4.37241494081716,55.730633,52.408484,533839.0,212,1.0564004398588003
25000.0,1,3,1.0,1,2,0,3,0,1,5,4.37241494081716,55.730633,52.408484,533839.0,212,1.0564004398588003
25000.0,1,4,1.0,1,2,0,3,0,1,5,4.37241494081716,55.730633,52.408484,533839.0,212,1.0564004398588003
25000.0,1,5,1.0,0,2,0,3,0,1,5,4.37241494081716,55.730633,52.408484,533839.0,212,1.0564004398588003
25000.0,1,7,1.0,1,2,0,3,0,1,5,4.37241494081716,55.730633,52.408484,533839.0,212,1.0564004398588003
25000.0,1,8,1.0,1,2,0,3,0,1,5,4.37241494081716,55.730633,52.408484,533839.0,212,1.0564004398588003
25000.0,1,9,1.0,2,2,0,3,0,1,5,4.37241494081716,55.730633,52.408484,533839.0,212,1.0564004398588003
25000.0,1,10,1.0,2,2,0,3,0,1,5,4.37241494081716,55.730633,52.408484,533839.0,212,1.0564004398588003
25000.0,1,11,1.0,2,2,0,3,0,1,5,4.37241494081716,55.730633,52.408484,533839.0,212,1.0564004398588003
25000.0,2,1,1.0,0,2,0,3,0,1,5,4.37241494081716,55.730633,52.408484,533839.0,212,1.1593937609279685
25000.0,2,11,1.0,2,2,0,3,0,1,5,4.37241494081716,55.730633,52.408484,533839.0,212,1.069334513601396
25000.0,2,7,1.0,1,2,0,3,0,1,5,4.37241494081716,55.730633,52.408484,533839.0,212,1.1743528322135532
25000.0,2,8,1.0,1,2,0,3,0,1,5,4.37241494081716,55.730633,52.408484,533839.0,212,1.069334513601396
25000.0,2,9,1.0,2,2,0,3,0,1,5,4.37241494081716,55.730633,52.408484,533839.0,212,1.069334513601396
25000.0,3,1,1.0,0,2,0,3,0,1,5,4.37241494081716,55.730633,52.408484,533839.0,212,1.069526707773013
25000.0,3,2,1.0,1,2,0,3,0,1,5,4.37241494081716,55.730633,52.408484,533839.0,212,1.069526707773013
25000.0,3,4,1.0,1,2,0,3,0,1,5,4.37241494081716,55.730633,52.408484,533839.0,212,1.069526707773013
15840.0,1,6,2.0,0,2,0,2,2,4,3,6.00720685271781,54.19398,45.17276,320612.0,36,0.9808292530117262
15840.0,1,7,2.0,1,2,0,2,2,4,3,6.00720685271781,54.19398,45.17276,320612.0,36,0.9808292530117262
16830.0,1,8,2.0,1,2,0,2,2,4,3,6.00720685271781,54.19398,45.17276,320612.0,36,0.9808292530117262
16830.0,1,9,2.0,2,2,0,2,2,4,3,6.00720685271781,54.19398,45.17276,320612.0,36,0.9808292530117262
16830.0,1,10,2.0,2,2,0,2,2,4,3,6.00720685271781,54.19398,45.17276,320612.0,36,0.9808292530117262
16830.0,1,11,2.0,2,2,0,2,2,4,3,6.00720685271781,54.19398,45.17276,320612.0,36,0.9808292530117262
23000.0,2,8,1.0,1,2,0,4,0,1,1,0.863333333333333,56.807136,60.554064,1493749.0,52,1.1201184938890731
28080.0,1,3,0.0,1,2,0,3,0,2,4,5.63,56.870001,53.26729,648146.0,80,1.075070485627146
16666.67,2,1,0.0,0,1,2,3,0,2,5,9.74,57.147926,65.54129,807271.0,112,1.1631508285556769
42050.0,1,6,2.0,0,2,0,4,2,4,2,1.36,55.03442800000001,82.900476,1625631.0,115,1.0647107369924282
42050.0,1,7,2.0,1,2,0,4,2,4,2,1.36,55.03442800000001,82.900476,1625631.0,115,1.0647107369924282
13800.0,1,3,1.0,1,2,0,4,0,2,3,3.3704347826087,55.184726,61.405699,1196680.0,268,1.096193907803828
13800.0,1,4,1.0,1,2,0,4,0,2,3,3.3704347826087,55.184726,61.405699,1196680.0,268,1.096193907803828
13800.0,1,5,1.0,0,2,0,4,0,2,3,3.3704347826087,55.184726,61.405699,1196680.0,268,1.096193907803828
13800.0,1,6,1.0,0,2,0,4,0,2,3,3.3704347826087,55.184726,61.405699,1196680.0,268,1.096193907803828
13800.0,1,7,1.0,1,2,0,4,0,2,3,3.3704347826087,55.184726,61.405699,1196680.0,268,1.096193907803828
13800.0,1,8,1.0,1,2,0,4,0,2,3,3.3704347826087,55.184726,61.405699,1196680.0,268,1.096193907803828
13800.0,1,9,1.0,2,2,0,4,0,2,3,3.3704347826087,55.184726,61.405699,1196680.0,268,1.096193907803828
13800.0,1,10,1.0,2,2,0,4,0,2,3,3.3704347826087,55.184726,61.405699,1196680.0,268,1.096193907803828
13800.0,1,11,1.0,2,2,0,4,0,2,3,3.3704347826087,55.184726,61.405699,1196680.0,268,1.096193907803828
25300.0,1,10,2.0,2,2,0,3,2,4,1,7.41,43.12392,131.9393,606561.0,36,1.0296194171811581
35000.0,3,3,1.0,1,2,0,3,0,1,4,4.29482899030442,53.78114799999999,87.273607,549403.0,275,1.1405764877671418
35000.0,3,4,1.0,1,2,0,3,0,1,4,4.29482899030442,53.78114799999999,87.273607,549403.0,275,1.1405764877671418
24960.0,1,2,0.0,1,2,0,3,0,2,2,3.2975,56.832671,53.277737,648146.0,80,0.9932517730102834
25000.0,1,0,1.0,0,2,0,3,0,2,5,3.19,57.14603100000001,65.590307,807271.0,141,1.0577902941478545
25000.0,1,1,1.0,0,2,0,3,0,2,5,3.19,57.14603100000001,65.590307,807271.0,141,1.0577902941478545
25000.0,1,2,1.0,1,2,0,3,0,2,5,3.19,57.14603100000001,65.590307,807271.0,141,1.0508216248317612
25000.0,1,3,1.0,1,2,0,3,0,2,5,3.19,57.14603100000001,65.590307,807271.0,141,1.0508216248317612
25000.0,1,4,1.0,1,2,0,3,0,2,5,3.19,57.14603100000001,65.590307,807271.0,141,1.0508216248317612
25000.0,1,5,1.0,0,2,0,3,0,2,5,3.19,57.14603100000001,65.590307,807271.0,141,1.0508216248317612
12000.0,2,6,0.0,0,0,0,4,0,0,1,1.39835306893135,56.032291,92.89094300000001,1093771.0,104,1.1394342831883648
12000.0,2,7,0.0,1,0,0,4,0,0,2,1.39835306893135,56.032291,92.89094300000001,1093771.0,104,1.1394342831883648
12000.0,2,8,0.0,1,0,0,4,0,0,2,1.39835306893135,56.032291,92.89094300000001,1093771.0,104,1.1394342831883648
12000.0,2,9,0.0,2,0,0,4,0,0,1,1.39835306893135,56.032291,92.89094300000001,1093771.0,104,1.1394342831883648
12000.0,2,10,0.0,2,0,0,4,0,0,1,1.39835306893135,56.032291,92.89094300000001,1093771.0,104,1.1394342831883648
12000.0,2,11,0.0,2,0,0,4,0,0,5,1.39835306893135,56.032291,92.89094300000001,1093771.0,104,1.1394342831883648
12000.0,3,1,0.0,0,0,0,4,0,0,3,1.39835306893135,56.032291,92.89094300000001,1093771.0,104,1.157274201316696
12000.0,3,2,0.0,1,0,0,4,0,0,0,1.39835306893135,56.032291,92.89094300000001,1093771.0,104,1.157274201316696
12000.0,3,3,0.0,1,0,0,4,0,0,0,1.39835306893135,56.032291,92.89094300000001,1093771.0,104,1.157274201316696
12000.0,3,4,0.0,1,0,0,4,0,0,0,1.39835306893135,56.032291,92.89094300000001,1093771.0,104,1.157274201316696
22410.0,1,7,1.0,1,2,0,2,0,1,3,1.99,56.111699,47.483106,127226.0,222,1.1731823201807794
22410.0,1,8,1.0,1,2,0,2,0,1,3,1.99,56.111699,47.483106,127226.0,222,1.1731823201807794
22410.0,1,9,1.0,2,2,0,2,0,1,3,1.99,56.111699,47.483106,127226.0,222,1.200418973516185
22410.0,1,10,1.0,2,2,0,2,0,1,3,1.99,56.111699,47.483106,127226.0,222,1.1731823201807794
22410.0,1,11,1.0,2,2,0,2,0,1,3,1.99,56.111699,47.483106,127226.0,222,1.1731823201807794
59400.0,1,3,0.0,1,2,0,4,2,2,1,2.34,55.77706999999999,49.231755,1257391.0,222,1.0116009116784799
26200.0,3,1,1.0,0,2,0,2,0,1,1,6.57024239284876,60.950293,76.558234,277668.0,173,1.1733561908909576
11800.0,2,6,1.0,0,2,0,0,0,2,3,49.3608659420242,54.852633,58.41849300000001,10908.0,61,1.0097502017116187
11800.0,2,7,1.0,1,2,0,0,0,2,3,49.3608659420242,54.852633,58.41849300000001,10908.0,61,1.0097502017116187
11800.0,2,8,1.0,1,2,0,0,0,2,3,49.3608659420242,54.852633,58.41849300000001,10908.0,61,1.0097502017116187
11800.0,2,9,1.0,2,2,0,0,0,2,3,49.3608659420242,54.852633,58.41849300000001,10908.0,61,1.0097502017116187
11800.0,2,10,1.0,2,2,0,0,0,2,3,49.3608659420242,54.852633,58.41849300000001,10908.0,61,1.0097502017116187
17550.0,2,1,0.0,0,2,0,4,2,2,4,1.34,54.767612,56.059873,1128787.0,227,1.0211382954817496
17550.0,2,0,0.0,0,2,0,4,2,2,4,1.34,54.767612,56.059873,1128787.0,227,1.0211382954817496
30000.0,3,3,1.0,1,2,0,4,0,2,3,1.52,53.197873,50.134352,1156659.0,263,1.076139432816051
18833.33,3,2,1.0,1,2,0,3,2,4,1,3.64,48.392856,135.118217,616372.0,18,1.131972865038757
59900.0,1,1,0.0,0,2,0,4,2,2,1,2.03,55.752211,49.241027,1257391.0,222,1.0116009116784799
22000.0,1,1,1.0,0,2,0,3,0,1,5,4.37241494081716,55.764028,52.41218,533839.0,212,1.026367381794781
22000.0,1,2,1.0,1,2,0,3,0,1,5,4.37241494081716,55.764028,52.41218,533839.0,212,1.026367381794781
22000.0,1,3,1.0,1,2,0,3,0,1,5,4.37241494081716,55.764028,52.41218,533839.0,212,1.026367381794781
22000.0,1,4,1.0,1,2,0,3,0,1,5,4.37241494081716,55.764028,52.41218,533839.0,212,1.026367381794781
22000.0,1,5,1.0,0,2,0,3,0,1,5,4.37241494081716,55.764028,52.41218,533839.0,212,1.026367381794781
22000.0,1,7,1.0,1,2,0,3,0,1,5,4.37241494081716,55.764028,52.41218,533839.0,212,1.026367381794781
22000.0,1,8,1.0,1,2,0,3,0,1,5,4.37241494081716,55.764028,52.41218,533839.0,212,1.026367381794781
22000.0,1,9,1.0,2,2,0,3,0,1,5,4.37241494081716,55.764028,52.41218,533839.0,212,1.026367381794781
22000.0,1,10,1.0,2,2,0,3,0,1,5,4.37241494081716,55.764028,52.41218,533839.0,212,1.026367381794781
22000.0,1,11,1.0,2,2,0,3,0,1,5,4.37241494081716,55.764028,52.41218,533839.0,212,1.026367381794781
7716.67,1,6,1.0,0,0,0,4,2,4,1,1.2,54.940805,73.38486400000001,1154507.0,115,1.0224510395784332
25000.0,1,0,1.0,0,2,0,3,0,2,5,7.52,57.180823,65.574292,807271.0,141,1.0784095813505903
25000.0,1,1,1.0,0,2,0,3,0,2,5,7.52,57.180823,65.574292,807271.0,141,1.0784095813505903
25000.0,1,2,1.0,1,2,0,3,0,2,5,7.52,57.180823,65.574292,807271.0,141,1.0508216248317612
25000.0,1,3,1.0,1,2,0,3,0,2,5,7.52,57.180823,65.574292,807271.0,141,1.0508216248317612
25000.0,1,4,1.0,1,2,0,3,0,2,5,7.52,57.180823,65.574292,807271.0,141,1.0508216248317612
8500.0,1,2,0.0,1,0,0,4,0,1,2,0.28,54.773369,56.026901,1128787.0,130,1.0687593255184284
8500.0,1,4,0.0,1,0,0,4,0,1,1,0.28,54.773369,56.026901,1128787.0,130,1.0359021603606533
8500.0,1,5,0.0,0,0,0,4,0,1,1,0.28,54.773369,56.026901,1128787.0,130,1.0483504538872215
8500.0,1,10,0.0,2,0,0,4,0,1,1,0.28,54.773369,56.026901,1128787.0,130,1.0275163669843794
20000.0,2,1,0.0,0,2,1,2,0,1,1,5.17,53.2719,34.3203,402675.0,19,0.9162907318741551
17600.0,1,2,0.0,1,2,0,3,0,2,1,4.18746651331459,51.772893,55.128877,572188.0,48,1.106039186314897
7500.0,1,2,0.0,1,0,0,4,0,2,2,0.665,54.98875,73.374851,1154507.0,275,1.0963875936459986
22000.0,2,8,1.0,1,2,0,4,2,4,1,3.89,57.980667,56.176403,1055397.0,36,1.107411792557379
38150.0,2,1,1.0,0,2,0,4,2,2,3,2.37714285714286,56.29246800000001,44.035817,1252236.0,227,1.1965561156107143
38150.0,2,7,1.0,1,2,0,4,2,2,3,2.37714285714286,56.29246800000001,44.035817,1252236.0,227,1.1667893330651453
38150.0,2,8,1.0,1,2,0,4,2,2,3,2.37714285714286,56.29246800000001,44.035817,1252236.0,227,1.1370093270086878
38150.0,2,9,1.0,2,2,0,4,2,2,3,2.37714285714286,56.29246800000001,44.035817,1252236.0,227,1.1370093270086878
38150.0,2,11,1.0,2,2,0,4,2,2,1,2.37714285714286,56.29246800000001,44.035817,1252236.0,227,1.1370093270086878
70700.0,2,6,1.0,0,2,1,5,2,2,3,1.2,59.799027,30.325157,5383890.0,227,1.188438339750266
70700.0,2,7,1.0,1,2,1,5,2,2,3,1.2,59.799027,30.325157,5383890.0,227,1.188438339750266
35000.0,3,3,1.0,1,2,0,3,0,1,4,4.29482899030442,53.87655400000001,87.106977,549403.0,121,1.1405764877671418
35000.0,3,4,1.0,1,2,0,3,0,1,4,4.29482899030442,53.87655400000001,87.106977,549403.0,121,1.1405764877671418
29000.0,1,3,0.0,1,2,0,4,0,1,4,1.595,56.795892,60.59589399999999,1493749.0,275,0.9932517730102834
25000.0,1,0,1.0,0,2,1,3,0,2,5,4.53,57.159305,65.506618,807271.0,141,1.0784095813505903
25000.0,1,1,1.0,0,2,1,3,0,2,5,4.53,57.159305,65.506618,807271.0,141,1.0784095813505903
25000.0,1,2,1.0,1,2,1,3,0,2,5,4.53,57.159305,65.506618,807271.0,141,1.0508216248317612
25000.0,1,3,1.0,1,2,1,3,0,2,5,4.53,57.159305,65.506618,807271.0,141,1.0508216248317612
20833.33,1,8,1.0,1,2,1,3,0,2,5,4.53,57.159305,65.506618,807271.0,141,1.0050338967304973
16800.0,1,4,1.0,1,2,0,4,0,2,3,2.83,55.15088000000001,61.38063,1196680.0,268,1.1260112628562242
16800.0,1,5,1.0,0,2,0,4,0,2,3,2.83,55.15088000000001,61.38063,1196680.0,268,1.1260112628562242
16800.0,1,6,1.0,0,2,0,4,0,2,3,2.83,55.15088000000001,61.38063,1196680.0,268,1.1260112628562242
16800.0,1,7,1.0,1,2,0,4,0,2,3,2.83,55.15088000000001,61.38063,1196680.0,268,1.1260112628562242
16800.0,1,9,1.0,2,2,0,4,0,2,3,2.83,55.15088000000001,61.38063,1196680.0,268,1.1260112628562242
16800.0,1,10,1.0,2,2,0,4,0,2,3,2.83,55.15088000000001,61.38063,1196680.0,268,1.1260112628562242
22000.0,1,1,1.0,0,2,0,3,0,1,5,4.37241494081716,55.745966,52.382931,533839.0,212,0.9907233266569248
22000.0,1,2,1.0,1,2,0,3,0,1,5,4.37241494081716,55.745966,52.382931,533839.0,212,0.9907233266569248
22000.0,1,3,1.0,1,2,0,3,0,1,5,4.37241494081716,55.745966,52.382931,533839.0,212,0.9907233266569248
22000.0,1,4,1.0,1,2,0,3,0,1,5,4.37241494081716,55.745966,52.382931,533839.0,212,0.9907233266569248
22000.0,1,5,1.0,0,2,0,3,0,1,5,4.37241494081716,55.745966,52.382931,533839.0,212,0.9907233266569248
22000.0,1,7,1.0,1,2,0,3,0,1,5,4.37241494081716,55.745966,52.382931,533839.0,212,0.9907233266569248
22000.0,1,8,1.0,1,2,0,3,0,1,5,4.37241494081716,55.745966,52.382931,533839.0,212,0.9907233266569248
22000.0,1,9,1.0,2,2,0,3,0,1,5,4.37241494081716,55.745966,52.382931,533839.0,212,0.9907233266569248
22000.0,1,10,1.0,2,2,0,3,0,1,5,4.37241494081716,55.745966,52.382931,533839.0,212,0.9907233266569248
22000.0,1,11,1.0,2,2,0,3,0,1,5,4.37241494081716,55.745966,52.382931,533839.0,212,0.9907233266569248
28000.0,1,1,1.0,0,2,0,4,0,1,5,4.02,55.010831,73.338588,1154507.0,236,1.1279399037626296
28000.0,1,2,1.0,1,2,0,4,0,1,5,4.02,55.010831,73.338588,1154507.0,236,1.1279399037626296
7500.0,1,11,0.0,2,2,0,2,0,1,1,5.12855961466682,53.409135,58.97128000000001,413253.0,259,1.0414538748281612
7500.0,2,0,0.0,0,2,0,2,0,1,5,5.12855961466682,53.409135,58.97128000000001,413253.0,259,1.0414538748281612
9900.0,2,10,1.0,2,2,0,0,0,2,2,22.1574384860719,45.215833,39.690417,39456.0,102,1.0455275625188196
10900.0,3,1,1.0,0,2,0,0,0,2,1,22.1574384860719,45.215833,39.690417,39456.0,102,1.0296194171811581
10900.0,3,2,1.0,1,2,0,0,0,2,1,22.1574384860719,45.215833,39.690417,39456.0,102,0.913902561362786
10900.0,3,3,1.0,1,2,0,0,0,2,1,22.1574384860719,45.215833,39.690417,39456.0,102,0.913902561362786
10900.0,3,4,1.0,1,2,0,0,0,2,1,22.1574384860719,45.215833,39.690417,39456.0,102,0.913902561362786
10900.0,3,5,1.0,0,2,0,0,0,2,1,22.1574384860719,45.215833,39.690417,39456.0,102,0.913902561362786
3500.0,2,9,0.0,2,0,2,3,0,1,1,2.30796919280612,54.72000300000001,20.485645,489359.0,122,0.9718605830289658
17200.0,1,3,1.0,1,2,0,2,2,2,5,12.4105916335945,55.855111,48.575051,100039.0,222,0.9932517730102834
17200.0,1,4,1.0,1,2,0,2,2,2,5,12.4105916335945,55.855111,48.575051,100039.0,222,0.9932517730102834
17200.0,1,5,1.0,0,2,0,2,2,2,5,12.4105916335945,55.855111,48.575051,100039.0,222,0.9932517730102834
17200.0,1,6,1.0,0,2,0,2,2,2,5,12.4105916335945,55.855111,48.575051,100039.0,222,0.9932517730102834
30000.0,1,1,1.0,0,2,0,3,0,1,5,4.29482899030442,53.763454,87.114449,549403.0,147,0.9745596399981308
30000.0,1,2,1.0,1,2,0,3,0,1,5,4.29482899030442,53.763454,87.114449,549403.0,147,0.9745596399981308
30000.0,1,3,1.0,1,2,0,3,0,1,5,4.29482899030442,53.763454,87.114449,549403.0,147,0.9745596399981308
30000.0,1,4,1.0,1,2,0,3,0,1,5,4.29482899030442,53.763454,87.114449,549403.0,147,0.9745596399981308
30000.0,1,5,1.0,0,2,0,3,0,1,5,4.29482899030442,53.763454,87.114449,549403.0,147,0.9745596399981308
30000.0,1,7,1.0,1,2,0,3,0,1,5,4.29482899030442,53.763454,87.114449,549403.0,147,0.9745596399981308
30000.0,1,8,1.0,1,2,0,3,0,1,5,4.29482899030442,53.763454,87.114449,549403.0,147,0.9745596399981308
30000.0,1,9,1.0,2,2,0,3,0,1,5,4.29482899030442,53.763454,87.114449,549403.0,147,0.9745596399981308
30000.0,1,10,1.0,2,2,0,3,0,1,5,4.29482899030442,53.763454,87.114449,549403.0,147,0.9745596399981308
30000.0,1,11,1.0,2,2,0,3,0,1,5,4.29482899030442,53.763454,87.114449,549403.0,147,0.9745596399981308
30000.0,2,1,1.0,0,2,0,3,0,1,5,4.29482899030442,53.763454,87.114449,549403.0,147,1.1233049012584813
30000.0,2,11,1.0,2,2,0,3,0,1,5,4.29482899030442,53.763454,87.114449,549403.0,147,0.9967641160240318
30000.0,2,7,1.0,1,2,0,3,0,1,5,4.29482899030442,53.763454,87.114449,549403.0,147,1.1288181307251755
30000.0,2,8,1.0,1,2,0,3,0,1,5,4.29482899030442,53.763454,87.114449,549403.0,147,0.9967641160240318
30000.0,2,9,1.0,2,2,0,3,0,1,5,4.29482899030442,53.763454,87.114449,549403.0,147,0.9967641160240318
35000.0,3,1,1.0,0,2,0,3,0,1,5,4.29482899030442,53.763454,87.114449,549403.0,147,1.0296194171811581
35000.0,3,2,1.0,1,2,0,3,0,1,5,4.29482899030442,53.763454,87.114449,549403.0,147,0.9932517730102834
35000.0,3,3,1.0,1,2,0,3,0,1,5,4.29482899030442,53.763454,87.114449,549403.0,147,0.9932517730102834
35000.0,3,4,1.0,1,2,0,3,0,1,5,4.29482899030442,53.763454,87.114449,549403.0,147,0.9932517730102834
13900.0,2,11,1.0,2,2,0,0,0,2,2,22.1574384860719,45.215833,39.690417,39456.0,102,1.075076081523675
8900.0,2,6,1.0,0,2,0,2,0,1,3,5.12855961466682,53.360287,58.978698,413253.0,17,0.9162907318741551
8900.0,2,7,1.0,1,2,0,2,0,1,3,5.12855961466682,53.360287,58.978698,413253.0,17,0.9162907318741551
15600.0,1,3,1.0,1,2,0,4,0,2,3,2.37,55.11846,61.3836,1196680.0,268,1.1155618469818829
15600.0,1,7,1.0,1,2,0,4,0,2,3,2.37,55.11846,61.3836,1196680.0,268,1.1155618469818829
15600.0,1,8,1.0,1,2,0,4,0,2,3,2.37,55.11846,61.3836,1196680.0,268,1.1155618469818829
15600.0,1,9,1.0,2,2,0,4,0,2,3,2.37,55.11846,61.3836,1196680.0,268,1.1155618469818829
15600.0,1,10,1.0,2,2,0,4,0,2,3,2.37,55.11846,61.3836,1196680.0,268,1.1155618469818829
15600.0,1,11,1.0,2,2,0,4,0,2,3,2.37,55.11846,61.3836,1196680.0,268,1.1155618469818829
23000.0,2,0,2.0,0,2,1,4,0,2,5,3.21,55.18586999999999,61.4328,1196680.0,268,1.1201184938890731
23000.0,2,1,2.0,0,2,1,4,0,2,5,3.21,55.18586999999999,61.4328,1196680.0,268,1.1201184938890731
